,userId,movieId,rating,timestamp
997939439.0,,,,1.0
997939453.0,,,,1.0
997939604.0,,,,1.0
997939614.0,,,,1.0
1033344257.0,,,,2.0
1033344267.0,,,,1.0
1033344772.0,,,,1.0
1033344834.0,,,,1.0
1033344937.0,,,,1.0
1033345050.0,,,,1.0
1033345068.0,,,,1.0
1033345087.0,,,,1.0
1033345122.0,,,,1.0
1033345148.0,,,,1.0
1033345172.0,,,,2.0
1033345199.0,,,,1.0
1033345227.0,,,,1.0
1033345241.0,,,,1.0
1033345287.0,,,,1.0
1034544304.0,,,,2.0
1035258608.0,,,,2.0
1035258747.0,,,,3.0
1040205624.0,,,,2.0
1040205753.0,,,,3.0
1040205754.0,,,,1.0
1040205792.0,,,,1.0
1044219825.0,,,,1.0
1044220302.0,,,,1.0
1044347743.0,,,,1.0
1044347881.0,,,,1.0
1046209579.0,,,,1.0
1052896819.0,,,,1.0
1052896866.0,,,,1.0
1052896867.0,,,,1.0
1052896916.0,,,,4.0
1052896975.0,,,,1.0
1052897043.0,,,,1.0
1052897100.0,,,,1.0
1054271469.0,,,,1.0
1054449673.0,,,,1.0
1054449816.0,,,,1.0
1054449869.0,,,,1.0
1054449871.0,,,,1.0
1054449903.0,,,,1.0
1054450008.0,,,,1.0
1054450167.0,,,,1.0
1054450184.0,,,,1.0
1054450208.0,,,,1.0
1054450216.0,,,,1.0
1054450238.0,,,,1.0
1054450246.0,,,,1.0
1054450251.0,,,,1.0
1055439440.0,,,,1.0
1055439459.0,,,,1.0
1055439464.0,,,,1.0
1058249528.0,,,,1.0
1058250459.0,,,,1.0
1058250466.0,,,,1.0
1058250479.0,,,,1.0
1058250487.0,,,,1.0
1058250490.0,,,,1.0
1058250501.0,,,,1.0
1058250570.0,,,,1.0
1058250589.0,,,,1.0
1058250612.0,,,,1.0
1058250627.0,,,,1.0
1058250631.0,,,,1.0
1063565335.0,,,,1.0
1075142933.0,,,,1.0
1093028142.0,,,,1.0
1093028151.0,,,,1.0
1093028161.0,,,,1.0
1093028183.0,,,,1.0
1093028220.0,,,,1.0
1093028231.0,,,,1.0
1093028237.0,,,,1.0
1093028255.0,,,,1.0
1093028260.0,,,,1.0
1093028267.0,,,,1.0
1093028290.0,,,,1.0
1093028298.0,,,,1.0
1093028308.0,,,,1.0
1093028319.0,,,,1.0
1093028320.0,,,,1.0
1093028322.0,,,,1.0
1093028323.0,,,,1.0
1093028325.0,,,,1.0
1093028328.0,,,,1.0
1093028331.0,,,,1.0
1093028334.0,,,,1.0
1093028336.0,,,,1.0
1093028372.0,,,,1.0
1093028377.0,,,,1.0
1093028381.0,,,,1.0
1093028384.0,,,,1.0
1093028389.0,,,,1.0
1093028394.0,,,,1.0
1093028395.0,,,,1.0
1093028399.0,,,,1.0
1093028406.0,,,,1.0
1093028409.0,,,,1.0
1093028411.0,,,,1.0
1093028414.0,,,,1.0
1093070088.0,,,,1.0
1093070090.0,,,,1.0
1093070098.0,,,,1.0
1093070102.0,,,,1.0
1093070109.0,,,,1.0
1093070113.0,,,,1.0
1093070145.0,,,,1.0
1093070150.0,,,,1.0
1093070156.0,,,,1.0
1093070163.0,,,,1.0
1093070170.0,,,,1.0
1093070174.0,,,,1.0
1093070198.0,,,,1.0
1093070207.0,,,,1.0
1093070210.0,,,,1.0
1093070271.0,,,,1.0
1093070318.0,,,,1.0
1093070326.0,,,,1.0
1093070329.0,,,,1.0
1093070332.0,,,,1.0
1093070381.0,,,,1.0
1093070386.0,,,,1.0
1093070397.0,,,,1.0
1093070415.0,,,,1.0
1093070454.0,,,,1.0
1093070459.0,,,,1.0
1093070467.0,,,,1.0
1093070479.0,,,,1.0
1108134263.0,,,,1.0
1108134266.0,,,,1.0
1108134269.0,,,,1.0
1108134271.0,,,,1.0
1108134274.0,,,,1.0
1108134284.0,,,,1.0
1108134289.0,,,,1.0
1108134291.0,,,,1.0
1108134293.0,,,,1.0
1108134299.0,,,,1.0
1108134309.0,,,,1.0
1108134311.0,,,,1.0
1108134334.0,,,,1.0
1108134337.0,,,,1.0
1108134339.0,,,,1.0
1108134344.0,,,,1.0
1108134519.0,,,,1.0
1108134521.0,,,,1.0
1108134524.0,,,,1.0
1108134526.0,,,,1.0
1108134531.0,,,,1.0
1108134534.0,,,,1.0
1108134537.0,,,,1.0
1108134539.0,,,,1.0
1108134545.0,,,,1.0
1109258175.0,,,,1.0
1109258179.0,,,,1.0
1109258181.0,,,,1.0
1109258183.0,,,,1.0
1109258190.0,,,,1.0
1109258194.0,,,,1.0
1109258196.0,,,,1.0
1109258199.0,,,,1.0
1109258202.0,,,,1.0
1109258212.0,,,,1.0
1109258217.0,,,,1.0
1109258226.0,,,,1.0
1109258228.0,,,,1.0
1109258245.0,,,,1.0
1109258250.0,,,,1.0
1109258257.0,,,,1.0
1109258270.0,,,,1.0
1109258281.0,,,,1.0
1109258285.0,,,,1.0
1120208625.0,,,,1.0
1120209787.0,,,,1.0
1122576622.0,,,,1.0
1122576665.0,,,,1.0
1122576667.0,,,,1.0
1122576670.0,,,,1.0
1122576681.0,,,,1.0
1122576683.0,,,,1.0
1128274460.0,,,,1.0
1128274517.0,,,,1.0
1128274586.0,,,,1.0
1128274713.0,,,,1.0
1132469126.0,,,,1.0
1134521380.0,,,,1.0
1134521382.0,,,,1.0
1134521432.0,,,,1.0
1134521456.0,,,,1.0
1134521497.0,,,,1.0
1134521543.0,,,,1.0
1134521628.0,,,,1.0
1134521651.0,,,,1.0
1134521654.0,,,,1.0
1134521967.0,,,,1.0
1134522057.0,,,,1.0
1134522072.0,,,,1.0
1134522085.0,,,,1.0
1136904835.0,,,,1.0
1141391972.0,,,,1.0
1154389340.0,,,,1.0
1154389356.0,,,,1.0
1154389385.0,,,,1.0
1154389386.0,,,,1.0
1154389408.0,,,,1.0
1154389420.0,,,,1.0
1154389432.0,,,,1.0
1154389449.0,,,,1.0
1154389460.0,,,,1.0
1154389474.0,,,,1.0
1154389482.0,,,,1.0
1154389491.0,,,,1.0
1154389528.0,,,,1.0
1154389541.0,,,,1.0
1154389552.0,,,,1.0
1154389572.0,,,,1.0
1154400170.0,,,,1.0
1154400173.0,,,,1.0
1154400181.0,,,,1.0
1154400191.0,,,,1.0
1154400198.0,,,,1.0
1154400236.0,,,,1.0
1154400245.0,,,,1.0
1154400253.0,,,,1.0
1154400263.0,,,,1.0
1154400266.0,,,,1.0
1154400284.0,,,,1.0
1154400294.0,,,,1.0
1154400308.0,,,,1.0
1154400324.0,,,,1.0
1154400334.0,,,,1.0
1154400340.0,,,,1.0
1154400351.0,,,,1.0
1154400357.0,,,,1.0
1154400360.0,,,,1.0
1154400383.0,,,,1.0
1154400390.0,,,,1.0
1154400398.0,,,,1.0
1154400407.0,,,,1.0
1154400414.0,,,,1.0
1154400423.0,,,,1.0
1154400441.0,,,,1.0
1154400444.0,,,,1.0
1154400449.0,,,,1.0
1154400458.0,,,,1.0
1154400465.0,,,,1.0
1154400471.0,,,,1.0
1154400475.0,,,,1.0
1154464714.0,,,,1.0
1154464717.0,,,,1.0
1154464720.0,,,,1.0
1154464726.0,,,,1.0
1154464730.0,,,,1.0
1154464735.0,,,,1.0
1154464738.0,,,,1.0
1154464747.0,,,,1.0
1154464753.0,,,,1.0
1154464756.0,,,,1.0
1154464762.0,,,,1.0
1154464769.0,,,,1.0
1154464808.0,,,,1.0
1154464811.0,,,,1.0
1154464819.0,,,,1.0
1154464829.0,,,,1.0
1154464833.0,,,,1.0
1154464836.0,,,,1.0
1154464841.0,,,,1.0
1154464850.0,,,,1.0
1154464853.0,,,,1.0
1154464868.0,,,,1.0
1154464873.0,,,,1.0
1154464887.0,,,,1.0
1154464889.0,,,,1.0
1154464895.0,,,,1.0
1154464901.0,,,,1.0
1154464905.0,,,,1.0
1154464915.0,,,,1.0
1154464944.0,,,,1.0
1154464950.0,,,,1.0
1154464990.0,,,,1.0
1154464994.0,,,,1.0
1154465222.0,,,,1.0
1154465230.0,,,,1.0
1154465235.0,,,,1.0
1154465243.0,,,,1.0
1154465279.0,,,,1.0
1154465285.0,,,,1.0
1154465296.0,,,,1.0
1154465367.0,,,,1.0
1154465373.0,,,,1.0
1154465380.0,,,,1.0
1154465385.0,,,,1.0
1154465394.0,,,,1.0
1154465399.0,,,,1.0
1154465405.0,,,,1.0
1154465499.0,,,,1.0
1154465526.0,,,,1.0
1154465548.0,,,,1.0
1154465555.0,,,,1.0
1154465558.0,,,,1.0
1154465573.0,,,,1.0
1154473014.0,,,,1.0
1154473017.0,,,,1.0
1154473022.0,,,,1.0
1154473042.0,,,,1.0
1154473088.0,,,,1.0
1154473217.0,,,,1.0
1154473252.0,,,,1.0
1154473259.0,,,,1.0
1154473264.0,,,,1.0
1154473268.0,,,,1.0
1154473310.0,,,,1.0
1154473322.0,,,,1.0
1154473364.0,,,,1.0
1154473419.0,,,,1.0
1154474527.0,,,,1.0
1163373044.0,,,,1.0
1163373103.0,,,,1.0
1163373109.0,,,,1.0
1163373135.0,,,,1.0
1163373148.0,,,,1.0
1163373188.0,,,,1.0
1163373193.0,,,,1.0
1163373208.0,,,,1.0
1163373238.0,,,,1.0
1163373251.0,,,,1.0
1163373273.0,,,,1.0
1163373276.0,,,,1.0
1163373293.0,,,,1.0
1163373299.0,,,,1.0
1163373316.0,,,,1.0
1163373548.0,,,,1.0
1163373551.0,,,,1.0
1163373593.0,,,,1.0
1163373606.0,,,,1.0
1163373610.0,,,,1.0
1163373616.0,,,,1.0
1163373626.0,,,,1.0
1163373636.0,,,,1.0
1163373651.0,,,,1.0
1163373675.0,,,,1.0
1163373679.0,,,,1.0
1163373688.0,,,,1.0
1163373696.0,,,,1.0
1163373711.0,,,,1.0
1163373718.0,,,,1.0
1163373726.0,,,,1.0
1163373743.0,,,,1.0
1163373744.0,,,,1.0
1163373752.0,,,,1.0
1163373755.0,,,,1.0
1163373762.0,,,,1.0
1163374103.0,,,,1.0
1163374118.0,,,,1.0
1163374127.0,,,,1.0
1163374137.0,,,,1.0
1163374144.0,,,,1.0
1163374152.0,,,,1.0
1163374165.0,,,,1.0
1163374167.0,,,,1.0
1163374173.0,,,,1.0
1163374177.0,,,,1.0
1163374184.0,,,,1.0
1163374190.0,,,,1.0
1163374198.0,,,,1.0
1163374206.0,,,,1.0
1163374211.0,,,,1.0
1163374214.0,,,,1.0
1163374227.0,,,,1.0
1163374235.0,,,,1.0
1163374239.0,,,,1.0
1163374242.0,,,,1.0
1163374246.0,,,,1.0
1163374251.0,,,,1.0
1163374263.0,,,,1.0
1163374275.0,,,,1.0
1163374278.0,,,,1.0
1163374283.0,,,,1.0
1163374286.0,,,,1.0
1163374290.0,,,,1.0
1163374324.0,,,,1.0
1163374340.0,,,,1.0
1163374354.0,,,,1.0
1163374357.0,,,,1.0
1163374381.0,,,,1.0
1163374389.0,,,,1.0
1163374392.0,,,,1.0
1163374404.0,,,,1.0
1163374408.0,,,,1.0
1163374426.0,,,,1.0
1163374443.0,,,,1.0
1163374455.0,,,,1.0
1163374477.0,,,,1.0
1163374491.0,,,,1.0
1163374495.0,,,,1.0
1163374511.0,,,,1.0
1163374517.0,,,,1.0
1163374533.0,,,,1.0
1163374562.0,,,,1.0
1163374572.0,,,,1.0
1163374582.0,,,,1.0
1163374593.0,,,,1.0
1163374601.0,,,,1.0
1163374608.0,,,,1.0
1163374639.0,,,,1.0
1163374702.0,,,,1.0
1163374742.0,,,,1.0
1163374947.0,,,,1.0
1163374952.0,,,,1.0
1163374957.0,,,,1.0
1163374993.0,,,,1.0
1163374995.0,,,,1.0
1163375025.0,,,,1.0
1163375033.0,,,,1.0
1163375131.0,,,,1.0
1163375145.0,,,,1.0
1163876491.0,,,,1.0
1166586002.0,,,,1.0
1166586012.0,,,,1.0
1166586021.0,,,,1.0
1166586067.0,,,,1.0
1166586136.0,,,,1.0
1166586237.0,,,,1.0
1166586251.0,,,,1.0
1166586276.0,,,,1.0
1166586286.0,,,,1.0
1166586368.0,,,,1.0
1166586376.0,,,,1.0
1166586387.0,,,,1.0
1166586415.0,,,,1.0
1166586456.0,,,,1.0
1166586512.0,,,,1.0
1166586565.0,,,,1.0
1166586594.0,,,,1.0
1166586619.0,,,,1.0
1166586661.0,,,,1.0
1166586696.0,,,,1.0
1166586748.0,,,,1.0
1166586995.0,,,,1.0
1166587005.0,,,,1.0
1166587063.0,,,,1.0
1166587180.0,,,,1.0
1193435335.0,,,,1.0
1193435343.0,,,,1.0
1193435347.0,,,,1.0
1193435482.0,,,,1.0
1193435522.0,,,,1.0
1193436089.0,,,,1.0
1240203835.0,,,,1.0
1245021392.0,,,,1.0
1245362506.0,,,,1.0
1260759108.0,,,,1.0
1260759113.0,,,,1.0
1260759117.0,,,,1.0
1260759125.0,,,,1.0
1260759131.0,,,,1.0
1260759135.0,,,,1.0
1260759139.0,,,,1.0
1260759144.0,,,,1.0
1260759148.0,,,,1.0
1260759151.0,,,,1.0
1260759179.0,,,,1.0
1260759182.0,,,,1.0
1260759185.0,,,,1.0
1260759187.0,,,,1.0
1260759191.0,,,,1.0
1260759194.0,,,,1.0
1260759198.0,,,,1.0
1260759200.0,,,,1.0
1260759203.0,,,,1.0
1260759205.0,,,,1.0
1298861589.0,,,,1.0
1298861605.0,,,,1.0
1298861628.0,,,,1.0
1298861633.0,,,,1.0
1298861637.0,,,,1.0
1298861650.0,,,,1.0
1298861658.0,,,,1.0
1298861675.0,,,,1.0
1298861687.0,,,,1.0
1298861733.0,,,,1.0
1298861753.0,,,,1.0
1298861761.0,,,,1.0
1298861789.0,,,,1.0
1298861796.0,,,,1.0
1298861968.0,,,,1.0
1298862121.0,,,,1.0
1298862167.0,,,,1.0
1298862361.0,,,,1.0
1298862418.0,,,,1.0
1298862467.0,,,,1.0
1298862528.0,,,,1.0
1298862555.0,,,,1.0
1298862672.0,,,,1.0
1298862710.0,,,,1.0
1298862874.0,,,,1.0
1298863143.0,,,,1.0
1298863157.0,,,,1.0
1298863174.0,,,,1.0
1298921787.0,,,,1.0
1298921795.0,,,,1.0
1298921825.0,,,,1.0
1298921840.0,,,,1.0
1298921862.0,,,,1.0
1298922049.0,,,,1.0
1298922057.0,,,,1.0
1298922065.0,,,,1.0
1298922071.0,,,,1.0
1298922080.0,,,,1.0
1298922089.0,,,,1.0
1298922100.0,,,,1.0
1298922130.0,,,,1.0
1298923236.0,,,,1.0
1298923242.0,,,,1.0
1298923247.0,,,,1.0
1298923260.0,,,,1.0
1298923266.0,,,,1.0
1298924017.0,,,,1.0
1298932740.0,,,,1.0
1298932766.0,,,,1.0
1298932770.0,,,,1.0
1298932787.0,,,,1.0
1331379342.0,,,,1.0
1331379348.0,,,,1.0
1331379366.0,,,,1.0
1331379386.0,,,,1.0
1331379470.0,,,,1.0
1331379479.0,,,,1.0
1331379483.0,,,,1.0
1331379485.0,,,,1.0
1331379494.0,,,,1.0
1331379506.0,,,,1.0
1331379520.0,,,,1.0
1331379530.0,,,,1.0
1331379574.0,,,,1.0
1331379589.0,,,,1.0
1331379599.0,,,,1.0
1331379748.0,,,,1.0
1331379777.0,,,,1.0
1331379985.0,,,,1.0
1331380018.0,,,,1.0
1331380025.0,,,,1.0
1331380029.0,,,,1.0
1331380038.0,,,,1.0
1331380058.0,,,,1.0
1331380062.0,,,,1.0
1331380145.0,,,,1.0
1331380159.0,,,,1.0
1331380306.0,,,,1.0
1331380387.0,,,,1.0
1331380390.0,,,,1.0
1331380721.0,,,,1.0
1331380725.0,,,,1.0
1331380731.0,,,,1.0
1331380734.0,,,,1.0
1331380738.0,,,,1.0
1331380741.0,,,,1.0
1331380745.0,,,,1.0
1331380752.0,,,,1.0
1331380761.0,,,,1.0
1331380765.0,,,,1.0
1331380782.0,,,,1.0
1331380785.0,,,,1.0
1331380814.0,,,,1.0
1331380830.0,,,,1.0
1331380834.0,,,,1.0
1331380845.0,,,,1.0
1331380851.0,,,,1.0
1331380871.0,,,,1.0
1331380873.0,,,,1.0
1331380883.0,,,,1.0
1331380888.0,,,,1.0
1331380895.0,,,,1.0
1331380901.0,,,,1.0
1331380914.0,,,,1.0
1338699256.0,,,,1.0
1345397949.0,,,,1.0
1345397986.0,,,,1.0
1345398232.0,,,,1.0
1345398245.0,,,,1.0
1345398347.0,,,,1.0
1348976598.0,,,,1.0
1349622582.0,,,,1.0
1361078481.0,,,,1.0
1361078494.0,,,,1.0
1361078504.0,,,,1.0
1374637824.0,,,,1.0
1386368101.0,,,,1.0
1391656827.0,,,,1.0
1391656845.0,,,,1.0
1391657062.0,,,,1.0
1391657112.0,,,,1.0
1391657297.0,,,,1.0
1391657376.0,,,,1.0
1391657459.0,,,,1.0
1391657543.0,,,,1.0
1391657561.0,,,,1.0
1391657605.0,,,,1.0
1391657610.0,,,,1.0
1391657720.0,,,,1.0
1391657798.0,,,,1.0
1391657861.0,,,,1.0
1391657924.0,,,,1.0
1391658115.0,,,,1.0
1391658125.0,,,,1.0
1391658137.0,,,,1.0
1391658141.0,,,,1.0
1391658157.0,,,,1.0
1391658186.0,,,,1.0
1391658210.0,,,,1.0
1391658218.0,,,,1.0
1391658270.0,,,,1.0
1391658311.0,,,,1.0
1391658385.0,,,,1.0
1391658399.0,,,,1.0
1391658423.0,,,,1.0
1391658440.0,,,,1.0
1391658450.0,,,,1.0
1391658505.0,,,,1.0
1391658537.0,,,,1.0
1391658556.0,,,,1.0
1391658574.0,,,,1.0
1391658583.0,,,,1.0
1391658601.0,,,,1.0
1391658634.0,,,,1.0
1391658667.0,,,,1.0
1416119525.0,,,,1.0
1416120074.0,,,,1.0
1425876701.0,,,,1.0
1443384910.0,,,,1.0
1443384915.0,,,,1.0
1443385370.0,,,,1.0
1458506268.0,,,,1.0
1458506296.0,,,,1.0
1465793100.0,,,,1.0
1465793922.0,,,,1.0
1465955324.0,,,,1.0
